FMID,MarketName,Website,Facebook,Facebook_clean,Twitter,Youtube,OtherMedia,street,city,city_clean,County,State,zip,Season1Date,Season1Datecopy 1,Season1Datecopy 2,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,Credit_clean,WIC,WIC_clean,WICcash,WICcash_clean,SFMNP,SFMNP_clean,SNAP,SNAP_clean,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1009403,Farmers Market ,http://www.localharvest.org/farmers-market-M38657,,,,,,14411 State Highway 31 E,Brownsboro,BROWNSBORO,,Texas,75756,,null,,,,,,,,,-95.6143,32.3027,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1018358,Farmers Market,,,,,,,599 Market Road,Beckley ,BECKLEY ,Raleigh,West Virginia,25801,,null,,Thu: 9:00 AM-5:00 PM;,01/05/2017 to 01/17/2017,Tue: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;,,,,,-81.1906007,37.8175575,,Y,1,N,0,N,0,N,0,Y,1,-,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,6/22/2017 6:11:05 PM
1005688,Farmers Market,,,,,,,South Elkhart Street-across from the post office,Wakarusa,WAKARUSA,Elkhart,Indiana,46573,,null,,,,,,,,,-86.021,41.5359,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011715,Farmers Market & Beyond,http://www.wfparks.org,,,,,,500 13th Ave. W.,West Fargo,WEST FARGO,Cass,North Dakota,58078,07/07/2016 to 10/06/2016,07/07/2016,10/06/2016,Mon: 3:30 PM-6:30 PM;Thu: 3:30 PM-6:30 PM;,,,,,,,-96.9084422,46.8644077,,Y,1,N,0,N,0,N,0,N,0,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,10/20/2015 5:14:44 PM
1009340,"Farmers Market - Clyde, Texas ",http://www.localharvest.org/farmers-market-clyde-texas-M50854,,,,,,North First Street,Clyde,CLYDE,,Texas,79510,,null,,,,,,,,,-99.4975,32.4067,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1009343,"Farmers Market - Greenville, TX ",http://www.greenvillefarmersmarket.com/,,,,,,"Market Square, East Lee Street at Bois d'Arc",Greenville,GREENVILLE,,Texas,75401,,null,,,,,,,,,-96.1089,33.1399,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1001282,Farmers Market - Riceville,,,,,,,203 West Main Street,Riceville,RICEVILLE,Mitchell,Iowa,50466,05/30/2015 to 09/12/2015,05/30/2015,09/12/2015,Sat: 9:00 AM-11:00 AM;,,,,,,,-92.5560624,43.3638272,,Y,1,Y,1,Y,1,Y,1,N,0,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 4:39:56 PM
1009357,Farmers Market - Wilbraham/The Rice Market,,,,,,,"756 Main Street,",Wilbraham,WILBRAHAM,,Massachusetts,,,null,,,,,,,,,-72.4359,42.1037,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1011178,Farmers Market and Auction in Charlotte Hall Maryland,http://www.Farmers-Market-and-Auction.com,Farmers Market and Auction,https://www.facebook.com/Farmers Market and Auction,,,,29890 Three Notch Road,Charlotte Hall,CHARLOTTE HALL,St. Mary's,Maryland,20622,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,-76.7737770,38.4893090,,Y,1,N,0,N,0,N,0,N,0,-,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,5/20/2015 8:27:10 AM
1007718,Farmers Market Annex,http://www.farmersmarketannex.com/,,,,,,Midwest in historic downtown Mpls.,Minneapolis,MINNEAPOLIS,Hennepin County,Minnesota,,,null,,,,,,,,,-93.2915,44.9629,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1008723,Farmers Market at Billings Forge,http://www.billingsforgeworks.org/farmers-market,https://www.facebook.com/billingsforge,https://www.facebook.com/billingsforge,,,,539 Broad Street ,Hartford,HARTFORD,Hartford,Connecticut,06106,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Thu: 11:00 AM-2:00 PM;,,,,,,,-72.6869427,41.7620504,Other,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/18/2014 9:34:50 AM
1008278,Farmers Market at Center United Methodist Church,,https://www.facebook.com/farmersmarketatcumc,https://www.facebook.com/farmersmarketatcumc,,,,4945 Sherrills Ford Road,Catawba,CATAWBA,Catawba,North Carolina,28609,06/04/2014 to 09/24/2014,06/04/2014,09/24/2014,Wed: 2:00 PM-5:30 PM;,,,,,,,-81.082368,35.659580,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,0,N,0,N,0,N,0,N,0,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/16/2014 1:59:00 PM
1004275,Farmers Market at Christopher Newport University,,www.facebook.com/pages/Farmers-Market-at-CNU/144989902236428,https://www.facebook.com/www.facebook.com/pages/Farmers-Market-at-CNU/144989902236428,,,,1 Avenue of the Arts,Newport News,NEWPORT NEWS,Newport News,Virginia,23606,March to November,3,11,,,,,,,,-76.493382,37.062506,Educational institution,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 11:46:03 AM
1006224,Farmers Market at Great Valley,http://www.sites.google.com/site/farmersmarketatgreatvalley/,,,,,,30 E. Swedesford Rd.,Malvern,MALVERN,Chester,Pennsylvania,19355,May to October,5,10,Thu:11:00 am - 2:00 pm;,,,,,,,-75.5234,40.0541,Educational institution,N,0,N,0,N,0,Y,1,N,0,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/8/2011 7:13:35 PM
1005045,Farmers Market at Imperial,http://www.imperialsugarland.com/farmersmarket,https://www.facebook.com/FarmersMarketAtImperial,https://www.facebook.com/FarmersMarketAtImperial,,,,198 Kempner Street,Sugar Land,SUGAR LAND,Fort Bend,Texas,77498,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-95.637714,29.619915,Private business parking lot,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,4/16/2014 3:17:51 PM
1002751,Farmers Market at Jilbert Winery,,,,,,,1496 Columbia Rd,Valley City,VALLEY CITY,Medina,Ohio,44280,,null,,,,,,,,,-81.9224,41.2352,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1003585,Farmers Market at Journal Square,http://www.loewsjersey.org,www.facebook.com/pages/Journal-Square-Farmers-Market/234262633256485,https://www.facebook.com/www.facebook.com/pages/Journal-Square-Farmers-Market/234262633256485,,,,Kennedy Blvd. at Journal Square,Jersey City,JERSEY CITY,Hudson,New Jersey,07306,06/14/2013 to 12/20/2013,06/14/2013,12/20/2013,Wed: 11:00 AM-7:30 PM;Fri: 11:00 AM-7:30 PM;,,,,,,,-74.0639,40.7316,Other,Y,1,Y,1,Y,1,Y,1,N,0,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/17/2013 12:59:27 PM
1007187,Farmers Market at LaCenterra,,,,,,,23501 Cinco Ranch Boulevard,Katy,KATY,Fort Bend County,Texas,,,null,,,,,,,,,-95.7757,29.7431,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1010447,Farmers Market at Lincoln Park,,/farmersmarketatlincolnpark,https://www.facebook.com//farmersmarketatlincolnpark,@fmlincolnpark,,,Belmont and West Side avenues,Jersey City,JERSEY CITY,Hudson,New Jersey,07304,06/29/2014 to 11/02/2014,06/29/2014,11/02/2014,Sun: 10:00 AM-3:00 PM;,,,,,,,-74.081432,40.723952,Local government building grounds,N,0,N,0,N,0,Y,1,N,0,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,8/6/2014 11:24:12 AM
1008265,Farmers Market at Long Meadow Ranch,http://www.longmeadowranch.com,,,,,,738 Main Street,St. Helena ,ST. HELENA,Napa,California,94574,01/01/2014 to 04/27/2014,01/01/2014,04/27/2014,Fri: 9:00 AM-1:00 PM;Sat: 11:00 AM-4:00 PM;Sun: 11:00 AM-4:00 PM;,05/03/2014 to 10/26/2014,Sat: 11:00 AM-4:00 PM;Sun: 11:00 AM-4:00 PM;,11/07/2014 to 12/28/2014,Fri: 9:00 AM-1:00 PM;Sat: 11:00 AM-4:00 PM;Sun: 11:00 AM-4:00 PM;,,,-122.463258,38.501106,,Y,1,N,0,N,0,N,0,N,0,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,7/28/2015 4:12:31 PM
1010202,Farmers Market at Rural Retreat Depot,http://www.theruralretreatdepot.com,https://www.facebook.com/theruralretreatdepot,https://www.facebook.com/theruralretreatdepot,https://twitter.com/saverrdepot,,,105 West Railroad Ave,Rural Retreat ,RURAL RETREAT ,Wythe,Virginia,24368,07/02/2014 to 09/24/2014,07/02/2014,09/24/2014,Wed: 2:00 PM-6:00 PM;,,,,,,,-81.276261,36.893894,Private business parking lot,Y,1,N,0,N,0,Y,1,N,0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,5/22/2014 6:02:38 PM
1018131,Farmers Market at St. John's,http://www.stjohns-episcopal.com,Farmers Market at St. John's/Naperville,https://www.facebook.com/Farmers Market at St. John's/Naperville,,,,750 Aurora Avenue,Naperville,NAPERVILLE,DuPage,Illinois,60540,06/07/2017 to 09/20/2017,06/07/2017,09/20/2017,Wed: 3:00 PM-7:00 PM;,,,,,,,-88.159755,41.767594,,Y,1,N,0,N,0,N,0,N,0,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,6/20/2017 1:22:09 PM
1002467,Farmers Market at the Barn,,,,,,,"At the Barn, 1201 E. 38th Street",Indianapolis,INDIANAPOLIS,Marion,Indiana,46205,,null,,,,,,,,,-86.1365,39.8257,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1000132,Farmers Market at the Crossings,,,,,,,"Crossings Park of Colonie, Albany-Shaker Rd, across from Emerick Lane",Loudonville,LOUDONVILLE,Albany,New York,,,null,,,,,,,,,-73.7876,42.7192,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011102,Farmers Market at the Crossings,http://Crossingsfarmersmarket.com,Facebook.com/crossingsfarmersmarket,https://www.facebook.com/Facebook.com/crossingsfarmersmarket,,,,5260 Hickory Hollow Parkway,Antioch,ANTIOCH,Davidson,Tennessee,37013,05/16/2015 to 10/31/2015,05/16/2015,10/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-86.654188,36.051532,,Y,1,N,0,N,0,N,0,Y,1,-,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,5/1/2015 10:57:54 AM
1005811,Farmers Market at the Depot,http://www.springfieldky.org,,,,,,101 E. Depot Street,Springfield,SPRINGFIELD,Washington,Kentucky,40069,05/01/2014 to 10/01/2014,05/01/2014,10/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-85.2227,37.6838,Local government building grounds,N,0,Y,1,N,0,N,0,N,0,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,4/1/2014 1:32:45 PM
1018369,Farmers Market at the Fairgrounds,https://www.hoosierharvestcouncil.com/farmers-markets/farmers-market-at-the-fairgrounds/,https://www.facebook.com/FarmersMarketAtTheFairgrounds/,https://www.facebook.com/FarmersMarketAtTheFairgrounds/,https://Twitter.com/FarmersMarket@AtTheFairground,,,620 N Apple Street,Greenfield,GREENFIELD,Hancock,Indiana,46140,05/06/2017 to 07/01/2017,05/06/2017,07/01/2017,Sat: 8:00 AM-12:00 PM;,07/05/2017 to 09/30/2017,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,10/07/2017 to 10/28/2017,Sat: 8:00 AM-12:00 PM;,11/04/2017 to 04/21/2018,Sat: 10:00 AM-1:00 PM;,-85.756132,39.791154,,Y,1,Y,1,N,0,Y,1,Y,1,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,6/23/2017 11:58:31 AM
1006923,Farmers Market at the Quincy Mall,,Quincymallfarmersmarket,https://www.facebook.com/Quincymallfarmersmarket,,,,North 36th St. and Columbus Rd.,QUINCY,QUINCY,Adams,Illinois,,05/21/2015 to 10/31/2015,05/21/2015,10/31/2015,Tue: 3:00 PM-6:00 PM;Thu: 3:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-91.358269,39.938914,,Y,1,Y,1,N,0,Y,1,N,0,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/27/2015 5:19:56 PM
1000375,Farmers Market at the Transportation Center,,,,,,,Walter Rand Transportation Center Court Yard (Broadway Ave.),Camden,CAMDEN,Camden,New Jersey,,,null,,,,,,,,,-75.1196,39.9259,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1009439,Farmers Market in Denison ,http://www.localharvest.org/farmers-market-in-denison-M31921,,,,,,1 block west of Main St.,Denison,DENISON,,Texas,75090,,null,,,,,,,,,-96.5269,33.755,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1011262,Farmers Market in Liberal KS,http://www.farmersmarketlk.com ,https://m.facebook.com/farmersmarketlk,https://www.facebook.com/https://m.facebook.com/farmersmarketlk,,,,,Liberal,LIBERAL,Seward,Kansas,67901,05/30/2015 to 10/17/2015,05/30/2015,10/17/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-100.921124,37.052506,,Y,1,N,0,N,0,N,0,N,0,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,6/20/2015 1:14:59 AM
1009213,Farmers Market in Menands ,http://www.capitaldistrictfarmersmarket.org/,,,,,,381 Broadway,Menands,MENANDS,,New York,12204,,null,,,,,,,,,-73.7192,42.6964,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1006779,Farmers Market in the Grove,,,,,,,College Grove Community Center Parking Lot,College Grove,COLLEGE GROVE,Williamson,Tennessee,37406,,null,,,,,,,,,-86.6775,35.7875,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1002459,Farmers Market Inc. in Historic Downtown Independence,http://www.indyfarmersmarket.com,,,,,,Myrtle Street West of Penn Ave.,Independence,INDEPENDENCE,Montgomery,Kansas,67301,May to October,5,10,Sat:7:30 am - 10:30 am;,,,,,,,-95.707,37.2243,Closed-off public street,N,0,N,0,N,0,N,0,N,0,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/19/2011 10:33:28 AM
1005069,Farmers Market of Bluffton,http://www.farmersmarketbluffton.org,farmersmarketbluffton,https://www.facebook.com/farmersmarketbluffton,,,,40 Calhoun Street,Bluffton,BLUFFTON,Beaufort,South Carolina,29910,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Thu: 2:00 PM-7:00 PM;,10/01/2012 to 12/31/2012,,,,,,-80.862568,32.234811,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,3/24/2015 8:29:58 AM
1003362,Farmers Market of Downtown Kissimmee,,,,,,,Toho Square,Kissimmee,KISSIMMEE,Osceola,Florida,,,null,,,,,,,,,-81.2879,28.2478,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1009409,Farmers Market of Grapevine ,http://www.farmersmarketofgrapevine.com/Grapevine_Farmers_Market.html,,,,,,325 S Main Street,Grapevine,GRAPEVINE,,Texas,76051,,null,,,,,,,,,-97.0781,32.9382,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1007532,Farmers Market of Maui-Honokowai,,,,,,,Located at Hawaiian Motors parking lot,Maui,MAUI,Maui,Hawaii,,,null,,,,,,,,,-156.299,20.9038,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007531,Farmers Market of Maui-Kihei,,,,,,,Located in Suda Store parking lot,Maui,MAUI,Maui,Hawaii,96753,,null,,,,,,,,,-156.448,20.7322,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007865,Farmers Market of Pueblo,,,,,,,1000 West 6th Street,Pueblo,PUEBLO,,Colorado,,,null,,,,,,,,,-104.621,38.2721,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1009369,Farmers Market of San Marco ,http://www.localharvest.org/farmers-market-of-san-marco-M54151,,,,,,"1620 Naldo Ave, Corner of LaSalle and Hendricks",Jacksonville,JACKSONVILLE,,Florida,32207,,null,,,,,,,,,-81.6562,30.3085,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1007402,Farmers Market of Sturtevant,,,,,,,8505 durand ave.,Sturtevant,STURTEVANT,Racine,Wisconsin,53177,,null,,Mon: 9:00 AM-1:00 PM;,,,,,,,-87.8875994682312,42.6977996528149,Private business parking lot,N,0,Y,1,N,0,Y,1,N,0,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 2:15:29 PM
1005159,Farmers Market of the Ozarks,http://www.LoveYourFarmer.com,https://www.facebook.com/pages/Farmers-Market-of-the-Ozarks/288572937834131,https://www.facebook.com/pages/Farmers-Market-of-the-Ozarks/288572937834131,https://twitter.com/FMOzarks,,,2144 E Republic Rd,Springfield,SPRINGFIELD,Greene,Missouri,65804,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Thu: 4:00 PM-8:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-93.255076,37.136365,Private business parking lot,Y,1,N,0,N,0,N,0,Y,1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,4/23/2014 10:38:22 PM
1003635,Farmers Market of Wausau,,,,,,,400 River Drive,Wausau,WAUSAU,Marathon,Wisconsin,54411,,null,,,,,,,,,-89.63,44.9549,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011817,Farmers Market Ogden,http://farmersmarketogden.com/,https://www.facebook.com/farmersmarketogden,https://www.facebook.com/farmersmarketogden,,,https://www.instagram.com/farmersmarketogden/,Grant and 25th Street,Ogden,OGDEN,Weber,Utah,84401,06/25/2016 to 09/17/2016,06/25/2016,09/17/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-111.9732988,41.2206822,,Y,1,N,0,N,0,N,0,Y,1,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/5/2016 1:14:51 PM
1010320,Farmers Market On Grand Parkway,http://www.farmersmarketongrandparkway.com,https://www.facebook.com/farmersmarketongrandparkway,https://www.facebook.com/farmersmarketongrandparkway,,,,1225 West Grand Parkway South,"Katy, Texas","KATY, TEXAS",Harris,Texas,77494,01/01/2016 to 12/31/2016,01/01/2016,12/31/2016,Sun: 8:00 AM-12:00 PM;,,,,,,,-95.775004,29.762524,,Y,1,N,0,N,0,N,0,N,0,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/6/2016 1:50:48 PM
1005720,Farmers Market on Historic North 1st Street,,,,,,,North 1st Street,Champaign,CHAMPAIGN,Champaign,Illinois,61820,,null,,,,,,,,,-88.2388,40.1181,Private business parking lot,N,0,Y,1,N,0,Y,1,N,0,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/21/2011 4:29:35 PM
1001778,Farmers Market On Main,,,,,,,12 East Main Street,Marshalltown,MARSHALLTOWN,Marshall,Iowa,50158,May to October,5,10,Thu:4:30 PM - 7:00 PM;,,,,,,,-92.912128,42.049006,Local government building grounds,N,0,Y,1,Y,1,Y,1,N,0,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,5/7/2012 9:14:42 PM
1011400,Farmers Market on the Jackson Town Square,http://www.jacksonholefarmersmarket.com,https://www.facebook.com/JacksonHoleFarmersMarketOnTheTownSquare,https://www.facebook.com/JacksonHoleFarmersMarketOnTheTownSquare,,,https://instagram.com/jhfm_on_ts/,Jackson Hole Town Square,Jackson,JACKSON,Teton,Wyoming,83001,,null,,Sat: 8:00 AM-12:00 PM;,,,,,,,-110.761305,43.479633,,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,7/17/2015 5:16:20 PM
1011157,Farmers Market on the Square,http://FM2.us,fm2columbia,https://www.facebook.com/fm2columbia,fm2columbia,,,424 Public Square,Columbia ,COLUMBIA,Adair,Kentucky,42728,04/01/2015 to 10/01/2015,04/01/2015,10/01/2015,Tue: 4:30 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-85.3060079,37.1030469,,Y,1,Y,1,N,0,Y,1,Y,1,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,5/12/2015 4:45:19 PM
1009533,Farmers Market on the Westford Common ,http://www.westfordfarmersmarketvt.org/Westford_Farmers_Market_Vermont/Welcome_to_the_Market.html,,,,,,1 Common Rd,Westford,WESTFORD,,Vermont,05494,,null,,,,,,,,,-73.0095,44.6115,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1017914,Farmers Market Place LLC,,www.facebook.com/farmersmarketplacellc,https://www.facebook.com/www.facebook.com/farmersmarketplacellc,,,,1209 18th Ave NW,Austin ,AUSTIN,Mower,Minnesota,55912,05/15/2017 to 10/30/2017,05/15/2017,10/30/2017,Mon: 4:00 PM-6:00 PM;Thu: 4:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-92.987656,43.684371,,Y,1,Y,1,N,0,N,0,Y,1,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/17/2017 8:31:24 PM
1005246,Farmers Market Sweet Shop,,,,,,,116 N. Washington St.,Greenfield,GREENFIELD,Highland,Ohio,45123,,null,,,,,,,,,-83.3829,39.3517,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1010166,Farmers Market@St. Stephen's,http://saintstephensrichmond.net/farmersmarket,https://www.facebook.com/pages/The-Farmers-Market-at-St-Stephens/75493291449,https://www.facebook.com/pages/The-Farmers-Market-at-St-Stephens/75493291449,,,,6000 Grove Ave,Richmond,RICHMOND,Richmond City,Virginia,23226,04/05/2014 to 09/27/2014,04/05/2014,09/27/2014,Sat: 8:00 AM-12:00 PM;,10/04/2014 to 11/22/2014,Sat: 9:00 AM-12:00 PM;,11/29/2014 to 03/28/2015,Sat: 9:00 AM-12:00 PM;,,,-77.522305,37.573516,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,5/20/2014 6:04:06 PM
1018181,Farmers Markets at the Capitol,http://mifma.org/fmatthecapitol/,https://www.facebook.com/MichiganFarmersMarketAssociation/?ref=bookmarks,https://www.facebook.com/MichiganFarmersMarketAssociation/?ref=bookmarks,,,,Capitol Ave and Michigan Ave,Lansing,LANSING,Ingham,Michigan,48933,07/27/2017 to 09/21/2017,07/27/2017,09/21/2017,Thu: 10:00 AM-3:00 PM;,,,,,,,-84.5538744,42.7335912,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/20/2017 2:32:43 PM
1012697,Farmers on the Square,http://farmersonthesquare.com,https://www.facebook.com/FarmersontheSquare/,https://www.facebook.com/FarmersontheSquare/,,,,2a N. Hanover St.,Carlisle,CARLISLE,Cumberland,Pennsylvania,17013,05/04/2016 to 10/26/2016,05/04/2016,10/26/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,-77.189307,40.201793,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,7/18/2016 5:10:38 PM
